"decada","taxa_resposta_media","vies_absoluto_medio_simples","vies_absoluto_medio_regressao"
1970,0.668666666666667,3.54176791545661,0.66846884760804
1980,0.623,1.93546803051165,0.609478765551003
1990,0.531666666666667,3.73441847851027,0.723555474933639
2000,0.431333333333333,2.55725207790831,0.448405462109318
2010,0.334,2.49338227849973,0.846911950379723
2020,0.272777777777778,3.39822372318338,0.520450040615453
